CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
C,D,A,D,D,D,D,D,C,B,C,A,B,B,C,B,C,B,A,G,A,A,A,A,A,B,C,H,A,B,B,E,A,F,6,6,6,5,4,4,5,4,5,5,5,3,4,1,4,6,2,2,3,1,4,3,4,2,5,4,2,6,6,5,3,6,4,3,1,4,4,6,5,5,4,1
C,C,C,D,D,D,D,D,D,A,C,A,D,D,B,C,D,C,A,B,A,C,A,A,B,A,B,C,A,B,B,A,H,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,B,C,A,C,C,A,A,A,E,E,A,A,A,C,C,B,A,A,A,A,E,D,B,C,A,B,B,E,E,F,5,5,4,4,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4
C,D,C,B,B,B,E,D,B,A,A,A,D,D,B,E,C,D,E,H,A,A,A,A,A,A,B,C,A,B,B,E,C,C,1,2,2,3,1,1,3,1,2,2,1,1,2,4,3,3,1,1,1,2,2,3,3,2,1,5,5,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2
.,.,.,.,.,.,.,.,.,A,C,A,D,D,B,D,F,C,B,B,A,A,A,A,B,A,A,C,A,C,B,E,A,F,3,4,2,3,5,6,1,4,4,4,4,5,5,5,1,4,6,6,6,3,3,3,4,1,4,3,4,5,5,5,6,6,4,4,4,3,4,4,4,5,4,2
C,C,B,C,B,D,A,C,E,C,A,A,D,D,B,E,E,C,E,C,A,A,A,D,A,A,F,C,B,D,B,E,A,F,4,4,4,3,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,5,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,4
C,D,B,B,A,B,B,D,C,A,A,A,E,E,B,D,F,D,E,B,A,A,A,C,B,A,B,G,A,B,B,E,B,F,7,6,5,6,6,6,6,5,5,5,5,5,6,5,6,5,6,6,5,4,5,6,5,6,6,6,5,6,5,5,6,6,6,5,6,6,6,6,5,5,5,6
B,C,C,A,A,B,B,D,C,A,A,A,F,F,B,D,F,C,A,B,A,B,A,A,B,A,B,G,A,A,B,C,E,C,6,6,5,4,4,6,6,6,5,6,4,5,3,6,6,4,6,6,6,2,6,6,6,6,6,6,6,6,6,5,5,6,6,6,5,6,6,6,6,6,6,6
C,C,C,C,C,D,B,D,D,A,C,A,E,B,B,E,D,E,E,B,A,A,A,D,A,A,C,E,A,B,B,E,E,F,3,4,3,2,4,2,4,5,3,4,5,3,3,2,3,3,4,8,3,8,3,2,4,4,4,2,2,3,4,4,4,6,4,4,5,5,5,5,5,4,5,6
B,B,D,B,B,C,B,D,B,A,C,A,D,C,D,B,F,E,D,I,A,A,A,A,B,A,B,G,A,E,C,E,E,F,5,5,4,4,5,4,5,5,5,4,5,4,5,8,8,5,5,5,5,8,4,4,4,4,5,4,4,2,4,8,4,5,5,8,2,4,3,6,6,5,8,5
B,C,C,D,B,C,B,D,C,A,A,A,D,F,B,D,E,C,C,A,A,A,A,A,B,A,B,C,A,C,B,C,A,F,6,5,5,5,6,6,6,6,5,5,5,6,6,5,6,6,6,6,6,5,5,4,6,5,5,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6
C,C,C,A,B,C,D,D,A,A,A,A,F,F,B,D,F,B,A,B,A,A,A,A,B,A,F,A,A,C,C,A,A,F,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,6,6,6,6,6
C,C,B,A,B,C,A,D,D,A,B,A,D,C,B,E,C,E,E,C,A,A,A,B,A,A,B,K,A,D,D,E,E,F,6,6,4,5,5,5,4,3,5,6,4,5,6,4,4,6,6,6,6,6,5,6,5,6,6,6,6,5,5,4,5,6,5,6,5,5,5,6,6,6,6,5
C,C,C,B,B,B,B,D,B,B,C,A,B,C,C,D,D,D,E,I,A,A,A,A,A,A,A,A,B,C,B,E,E,H,6,6,5,6,6,6,6,6,6,6,6,6,5,5,5,6,6,5,6,4,6,5,6,3,6,6,6,6,6,5,6,6,6,6,5,5,5,6,5,6,6,5
B,C,B,A,B,B,B,D,D,A,C,A,B,C,B,G,B,D,C,C,A,C,A,E,A,B,B,H,B,C,B,E,A,F,6,6,6,6,6,6,6,6,6,5,6,6,6,5,2,6,6,6,5,4,6,6,6,5,5,5,5,6,6,6,6,6,5,6,5,6,4,6,8,6,2,6
B,B,B,C,C,D,D,C,A,A,A,A,D,D,B,D,E,B,A,B,A,A,A,A,B,A,A,A,A,B,B,E,A,F,5,5,4,6,4,5,6,4,5,5,5,6,4,3,5,5,6,5,6,6,6,6,5,5,6,4,5,4,2,4,6,6,5,5,6,4,4,5,6,5,6,5
C,D,B,A,A,A,B,D,B,A,A,A,F,C,B,D,F,C,C,B,A,B,A,A,B,A,B,A,A,C,B,E,A,F,5,6,4,5,5,6,6,6,6,5,2,5,4,6,6,6,6,6,6,8,6,5,5,5,6,1,6,6,6,5,5,5,6,6,5,6,6,6,6,5,5,5
C,D,A,B,B,D,B,C,B,A,C,A,D,D,B,D,F,C,E,B,A,A,A,A,A,A,A,A,B,A,B,A,A,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,C,B,B,D,A,C,C,B,A,A,A,B,C,B,B,C,C,E,A,A,A,A,A,A,B,C,A,C,B,E,E,F,4,4,5,3,5,5,5,4,4,4,4,5,5,1,2,5,2,3,4,8,7,3,4,4,7,2,2,3,5,3,5,6,5,5,5,6,5,6,5,7,7,7
C,D,C,B,B,C,B,D,D,A,C,A,C,D,B,C,D,E,E,E,A,F,A,F,A,A,G,I,B,C,C,E,A,H,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,A,A,C,E,C,C,A,A,A,E,E,B,D,D,E,A,B,A,A,A,A,B,B,B,C,B,C,B,E,C,F,4,4,3,3,3,4,4,5,3,4,3,4,4,3,3,4,3,4,2,3,4,3,3,4,5,2,4,3,3,2,2,3,4,4,3,3,3,5,6,4,3,2
C,C,C,B,B,D,B,E,C,A,A,A,D,E,B,B,E,D,A,B,A,A,A,A,A,A,B,A,A,C,D,E,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,B,A,A,A,A,D,B,A,C,A,B,C,B,D,A,C,A,C,A,F,A,A,A,A,A,B,B,A,A,E,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,5,4,4,6,6,6,6,6,6,6
.,.,.,.,.,.,.,.,.,A,C,A,D,C,B,C,B,C,A,C,A,B,A,D,A,A,B,C,A,C,B,E,A,F,4,5,4,5,5,4,5,3,2,5,5,5,3,4,5,6,6,4,6,3,6,6,5,6,6,2,2,6,4,4,4,6,6,4,6,6,6,3,4,5,4,4
D,D,C,B,B,C,A,D,D,A,A,A,D,F,B,D,E,C,E,B,A,A,A,A,B,A,B,C,A,C,B,E,A,F,5,6,5,5,6,5,6,5,5,6,5,6,4,5,6,6,5,5,6,4,6,6,6,6,6,8,5,5,6,5,6,6,6,5,5,6,6,6,6,6,6,6
B,C,C,C,B,C,B,B,B,A,A,A,D,E,B,E,E,C,E,B,A,F,A,A,B,A,B,C,A,B,A,A,A,I,5,6,5,5,5,5,5,4,3,5,6,6,6,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5
D,E,C,B,A,D,D,C,B,A,A,A,C,E,B,D,F,C,A,E,A,A,A,A,B,A,B,C,A,A,B,E,C,F,5,5,4,5,6,4,3,4,5,5,4,4,5,5,5,6,5,4,5,4,4,5,3,5,4,4,4,3,5,4,5,6,5,4,4,3,5,4,5,5,5,4
C,C,C,C,B,B,A,D,C,A,A,A,E,D,B,B,C,C,C,B,A,B,A,A,D,D,B,G,A,B,C,E,A,F,6,6,5,5,6,6,6,6,4,5,6,6,6,6,6,6,6,6,4,5,5,6,5,5,5,3,4,5,5,4,3,6,6,5,4,5,5,6,6,5,2,4
C,C,D,B,B,B,B,D,D,B,A,A,B,B,C,D,B,F,C,B,A,F,A,A,A,A,B,C,B,B,C,E,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,C,A,A,B,B,D,D,B,C,A,E,D,C,C,E,F,E,E,A,A,A,A,B,B,B,K,A,A,B,E,E,F,6,6,5,5,6,5,6,6,6,6,5,5,6,5,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,6,6,5,6,6,6,6,6,6,6,6
D,D,A,A,B,C,B,D,C,A,A,A,E,E,B,C,B,C,E,B,A,A,A,A,B,A,B,G,A,C,B,E,H,C,6,6,6,4,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,8,6,6,6,5,6,6,6,6,8,4,5,6,5,4,5,6,6,6
C,C,C,A,A,B,B,D,C,A,C,A,D,C,C,B,E,C,D,B,A,A,A,A,A,A,B,C,A,B,B,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,C,B,B,D,A,C,D,A,A,A,B,B,B,C,E,C,E,D,A,A,A,A,A,A,B,G,A,B,B,E,C,B,6,4,6,5,6,6,6,5,5,6,6,6,5,5,5,4,4,4,4,4,4,4,4,7,6,1,1,6,6,6,4,5,5,2,3,2,3,4,4,5,1,4
C,D,B,B,B,C,B,B,C,B,A,A,E,D,C,B,D,E,E,H,A,A,A,A,A,A,A,K,A,C,C,E,H,D,5,4,5,5,5,6,6,6,6,6,6,5,5,5,6,5,5,5,6,4,5,4,5,4,3,4,2,6,5,6,5,5,5,4,4,5,4,6,5,8,5,6
D,C,C,B,B,B,B,C,C,A,A,A,C,B,B,C,C,D,A,H,A,A,A,A,A,A,B,A,B,B,B,E,C,C,4,4,4,2,5,6,5,6,5,4,4,4,4,4,4,4,4,4,5,5,5,5,1,7,5,4,4,4,4,6,6,6,6,7,2,5,4,1,8,5,5,5
C,C,C,B,B,C,B,C,C,A,A,A,C,C,B,D,B,B,A,E,A,A,A,E,A,A,D,C,B,C,C,C,E,C,6,5,5,5,6,4,5,6,5,5,5,3,4,5,6,6,6,6,6,4,4,2,5,7,6,4,4,6,4,3,3,3,6,4,4,6,3,5,6,6,5,6
C,C,C,C,C,C,B,D,D,B,A,A,E,D,B,E,F,E,E,B,A,A,A,A,D,A,B,A,A,C,A,A,H,I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
D,D,B,C,C,D,B,D,C,A,A,A,E,C,B,D,A,A,A,B,F,A,A,C,A,A,B,A,B,C,B,B,A,C,5,5,6,5,6,5,5,6,6,5,6,5,6,6,6,5,5,5,6,6,6,6,5,5,6,6,6,5,5,5,5,5,5,6,6,6,5,6,5,6,6,6
C,C,C,B,B,C,B,D,D,A,A,A,C,C,B,C,D,E,E,G,F,F,A,F,A,A,G,G,B,C,B,E,A,C,3,5,4,5,5,5,5,5,5,5,5,5,5,4,6,5,4,5,6,5,5,5,6,6,5,4,4,6,5,5,6,6,6,5,6,5,5,6,6,6,4,6
C,D,C,A,A,C,E,E,D,A,B,A,B,B,B,E,C,D,D,H,A,A,A,A,A,A,D,G,B,B,C,E,C,C,4,4,5,4,4,5,5,5,5,5,4,3,2,2,3,4,2,3,3,4,4,4,4,4,5,5,7,4,5,6,5,5,5,4,3,4,3,5,5,4,3,4
C,D,B,A,A,B,E,D,B,A,A,A,B,C,A,A,A,C,B,E,A,A,A,A,A,A,B,C,A,B,B,A,A,F,5,5,5,5,5,6,6,6,6,6,6,5,6,5,5,5,5,6,6,5,6,5,5,6,5,5,5,5,5,6,5,6,5,5,5,6,6,6,5,5,5,5
C,C,D,C,D,C,B,B,B,A,A,A,C,D,B,E,C,A,A,E,A,A,A,A,A,A,A,B,B,E,A,E,A,C,4,3,5,2,3,2,3,2,4,3,2,3,4,4,6,2,1,1,1,1,2,2,3,7,1,1,1,6,2,4,3,4,2,2,2,5,2,2,1,3,2,4
E,E,C,A,A,C,A,A,D,A,A,A,F,E,B,D,C,B,A,H,A,A,A,D,A,A,B,C,A,B,B,E,C,C,4,4,6,4,5,5,6,5,6,4,4,4,4,5,5,6,3,2,3,4,4,3,4,7,4,4,7,4,4,4,4,6,4,7,3,3,2,4,4,4,3,2
D,D,C,B,B,C,B,C,C,A,A,A,B,B,B,D,A,B,A,D,A,A,A,A,A,A,B,C,A,C,D,E,E,H,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6
C,C,C,B,A,C,B,D,D,A,C,A,C,D,D,A,B,E,E,H,A,A,A,A,A,A,A,B,B,E,D,C,E,F,5,5,6,5,5,6,5,5,4,5,6,5,6,6,6,6,5,5,5,4,5,4,5,5,5,2,1,6,5,5,5,6,5,4,4,4,3,5,5,5,7,5
C,D,C,B,B,C,B,D,D,A,A,A,B,C,B,D,D,D,E,D,A,A,A,A,A,A,B,C,B,B,B,E,E,H,4,3,3,2,4,6,3,4,5,5,4,5,5,8,6,4,5,4,4,8,3,3,4,7,4,3,3,6,5,5,4,6,6,4,4,4,4,5,4,5,2,6
C,C,C,A,A,B,B,D,D,B,A,A,D,D,C,D,E,E,E,E,A,A,A,A,D,A,C,A,A,C,D,E,E,C,6,6,6,5,5,6,6,5,6,6,5,5,5,4,6,6,5,4,3,4,5,4,4,4,6,4,4,5,5,4,5,4,5,5,4,5,4,5,5,5,3,5
B,D,C,B,B,C,B,C,C,A,A,A,C,E,B,C,D,C,E,G,A,A,A,A,B,A,A,C,A,B,A,E,G,C,3,3,4,4,3,4,3,4,5,5,5,5,4,5,4,5,4,3,5,4,5,3,2,1,6,3,3,4,5,6,4,5,3,2,4,5,4,5,2,4,2,5
D,D,A,D,C,D,B,C,D,A,B,A,C,D,B,D,C,E,E,D,A,A,A,A,D,A,F,C,B,B,B,E,E,C,4,2,3,3,5,6,6,6,6,5,4,5,4,5,5,4,5,5,2,5,4,5,3,3,5,5,1,2,4,5,5,4,5,2,2,2,2,5,5,3,2,5
C,D,C,B,C,D,B,C,C,A,A,A,D,D,B,E,E,E,E,C,A,A,A,A,A,A,B,G,A,B,B,E,C,C,4,3,4,3,4,4,4,3,3,5,3,3,8,8,6,7,5,5,4,1,3,2,2,7,5,1,1,6,3,6,5,5,5,5,4,1,2,6,6,8,2,5
B,C,C,B,B,C,E,D,D,A,A,A,B,B,B,E,C,D,E,F,A,A,A,A,A,A,A,B,B,E,B,E,C,E,3,3,4,4,4,4,4,4,4,4,4,5,3,4,5,4,4,4,3,3,3,2,3,5,5,3,3,3,4,3,4,5,5,2,4,3,3,6,6,4,4,5
C,D,C,A,B,B,B,C,C,A,A,A,E,E,B,D,E,C,A,B,A,A,A,A,B,A,B,H,A,B,C,A,E,C,6,6,5,6,4,5,4,6,5,5,6,6,6,6,6,4,6,5,6,4,6,6,5,7,4,4,6,6,5,6,4,6,6,6,5,6,6,6,5,4,6,6
E,E,C,D,D,A,B,D,B,A,A,A,D,D,B,C,C,C,C,B,A,D,A,A,D,A,B,C,A,C,B,A,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,5,5,6,7,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6
B,E,C,B,B,C,A,C,D,A,A,A,E,B,B,C,F,C,C,B,A,A,A,A,B,A,B,A,A,C,C,A,E,F,6,6,5,4,6,5,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,5,7,6,6,6,6,5,4,5,6,6,6,5,5,6,5,6,6,6,5
D,D,B,B,B,A,B,B,C,A,B,A,D,D,B,D,F,C,B,B,A,D,A,A,D,A,B,C,A,C,B,A,H,F,6,5,6,5,6,5,6,5,6,5,6,6,6,5,6,6,6,6,6,5,5,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6
E,E,A,C,D,D,B,D,D,B,A,A,D,B,C,C,C,E,E,B,A,A,A,A,A,A,C,B,B,C,C,E,A,E,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,2,2,8,5,4,5,6,6,1,1,3,5,6,5,6,3,2,1,1,1,4,5,5,5,4
D,D,B,B,B,C,B,D,C,A,A,A,E,E,B,C,C,D,E,E,A,A,A,A,A,A,B,A,A,C,C,E,A,C,6,6,4,6,6,6,6,6,6,4,4,6,6,6,6,5,4,1,6,5,6,4,6,6,6,1,1,6,6,6,4,6,3,3,1,1,1,4,6,6,4,5
C,D,C,B,B,C,E,D,D,A,A,A,D,D,B,D,C,C,E,E,A,A,A,A,A,A,C,A,A,B,C,E,B,C,5,5,6,6,6,6,5,5,5,6,6,6,5,5,6,6,4,3,6,8,5,5,6,6,6,3,3,6,8,6,5,5,5,7,2,2,2,5,6,5,4,6
C,D,B,A,B,A,A,D,D,A,A,A,B,E,B,E,D,D,E,B,A,A,A,A,A,A,B,B,A,A,B,E,C,I,5,5,5,5,5,4,6,6,5,5,3,3,3,2,3,6,5,4,4,3,4,4,5,3,7,2,2,5,2,3,3,5,3,2,2,2,2,3,3,4,4,3
E,E,C,D,B,B,E,C,C,B,A,A,B,D,C,C,B,F,E,H,A,A,A,D,A,C,C,C,A,B,E,E,C,B,4,4,4,4,4,4,5,5,4,4,4,3,3,2,2,2,5,4,6,3,2,2,2,3,4,2,2,6,3,6,2,3,3,3,2,4,2,3,3,3,1,3
C,C,D,B,B,D,B,D,D,B,C,A,B,D,C,B,D,E,E,B,A,A,A,A,D,D,B,A,B,C,B,E,E,B,2,1,4,1,2,4,5,4,4,4,2,2,3,3,1,3,4,4,5,1,3,2,1,1,8,2,2,6,5,5,4,4,3,2,2,2,3,3,2,2,4,6
D,D,B,B,B,B,A,B,C,A,A,A,A,D,A,A,D,D,E,B,A,A,A,A,D,A,B,A,A,B,B,E,E,G,4,6,4,2,4,1,1,6,4,4,4,3,4,4,3,4,2,3,2,1,2,3,3,5,8,2,1,2,3,4,4,3,3,1,2,4,3,3,2,5,3,6
C,C,E,B,C,D,A,D,E,A,C,A,D,C,B,C,C,C,E,H,E,A,A,D,A,A,B,C,A,B,D,E,E,H,5,5,6,4,5,5,5,6,5,5,5,5,4,2,1,5,3,4,4,2,4,2,5,5,6,1,1,2,5,4,4,5,5,5,4,5,5,2,3,5,1,4
E,E,D,D,D,D,B,B,E,A,C,A,C,D,B,G,A,C,A,B,A,A,A,A,A,A,G,E,A,B,B,A,C,B,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,A,A,A,A,D,A,B,A,A,A,B,B,B,D,B,E,E,H,A,A,A,D,A,A,A,A,A,B,B,E,H,A,4,3,5,4,4,4,4,4,5,4,3,4,5,4,1,4,4,3,4,4,4,3,4,5,5,1,1,5,5,5,4,5,4,3,6,3,3,5,4,4,2,4
C,C,C,C,D,D,B,D,B,A,C,A,C,C,B,D,D,C,E,B,A,A,A,A,A,A,B,C,B,E,E,E,C,F,6,6,6,6,6,6,6,5,6,4,6,6,5,6,2,6,5,5,5,4,6,5,5,6,5,5,6,6,5,5,5,6,5,5,5,6,5,5,6,5,5,6
D,D,C,C,D,D,B,B,B,A,B,A,D,D,B,B,B,C,E,F,A,A,A,A,A,A,B,C,B,A,C,E,E,I,4,4,4,5,5,6,5,4,4,4,5,1,4,1,1,3,4,1,3,1,3,4,1,2,1,1,1,3,3,4,4,3,1,1,1,1,1,4,4,3,1,2
C,D,C,B,B,C,E,D,D,B,C,A,B,F,C,F,F,B,A,B,A,A,A,A,A,A,B,K,A,B,B,E,A,I,5,6,5,6,5,6,6,5,5,6,6,5,5,2,2,5,8,8,3,2,4,5,5,6,5,7,7,6,6,5,5,5,2,3,5,4,2,5,8,6,3,5
D,C,C,B,B,C,B,D,C,A,C,A,E,D,B,E,D,C,B,E,A,A,A,A,A,A,B,E,A,C,C,E,E,F,5,5,6,5,4,6,6,4,6,5,5,5,5,5,5,5,4,4,4,4,5,4,5,6,4,4,2,6,5,6,5,6,5,6,5,6,5,5,5,5,4,6
B,C,A,C,B,C,B,B,C,A,C,A,D,D,C,C,B,F,E,H,A,A,A,A,A,A,B,C,A,B,C,E,E,I,4,6,3,6,5,6,6,5,6,5,6,5,6,5,2,5,3,3,3,2,3,3,5,5,6,1,1,6,5,5,5,6,6,5,5,5,2,4,4,5,4,6
B,C,C,B,B,B,E,D,C,E,C,A,D,D,F,D,A,E,B,B,A,A,A,A,A,A,B,A,A,B,B,E,E,I,6,5,5,5,5,6,5,5,5,5,5,6,6,5,4,5,5,5,5,5,5,5,4,5,8,7,7,4,5,5,5,5,5,4,6,5,5,6,5,5,5,5
D,D,C,C,E,D,D,B,B,A,C,A,C,C,B,D,D,D,E,H,A,A,A,A,A,A,B,A,A,B,D,E,E,B,6,5,4,4,5,5,5,4,5,4,5,5,5,3,3,5,2,7,3,7,4,2,4,7,7,7,7,6,3,5,5,4,2,1,5,1,1,5,5,6,4,6
C,C,C,B,B,B,B,D,D,B,A,A,D,D,C,E,D,F,E,B,A,A,A,A,A,A,B,C,B,B,B,E,E,E,5,6,6,5,6,6,6,5,6,6,6,6,6,5,5,6,5,6,6,5,5,6,6,6,6,6,5,6,6,5,6,6,5,3,4,5,4,5,4,6,5,5
C,C,B,C,B,D,B,D,C,A,A,A,D,E,B,B,C,C,E,H,A,A,A,A,A,A,B,K,A,B,B,E,E,B,5,5,5,3,4,5,4,5,4,4,5,5,4,4,5,5,4,5,4,5,5,3,4,5,5,1,1,1,3,2,4,4,2,1,1,2,2,1,2,2,3,2
C,D,C,B,C,C,B,D,B,A,C,A,D,E,A,A,D,C,B,B,A,A,A,A,A,A,B,B,A,B,B,E,E,B,6,6,6,1,6,4,6,6,6,6,7,7,7,7,6,7,7,7,2,7,6,7,3,6,6,7,7,5,6,6,4,4,4,2,3,5,5,7,7,8,7,6
D,D,C,A,A,B,D,D,C,A,B,A,D,E,B,D,B,E,E,H,A,A,A,D,A,A,A,A,A,B,B,E,A,I,5,4,3,6,4,6,6,6,5,4,5,4,6,4,6,6,4,1,6,6,4,4,5,1,6,1,1,6,5,4,4,6,6,1,3,4,4,4,4,7,4,6
C,C,B,B,B,C,B,D,C,A,A,A,D,D,A,A,B,C,E,H,A,A,A,D,A,A,B,C,A,B,B,E,E,B,5,6,5,5,6,6,6,6,6,6,6,5,5,5,5,5,6,2,6,5,6,5,6,6,5,1,1,3,4,3,3,3,2,2,1,1,1,2,2,3,6,5
C,C,A,C,C,C,D,D,C,A,C,A,D,D,B,B,F,C,E,H,A,A,A,A,A,B,A,A,B,B,B,E,H,C,6,6,5,6,6,3,5,4,6,5,4,5,5,4,6,6,3,2,3,3,4,4,5,5,5,3,2,3,5,3,5,3,4,3,4,4,3,1,1,3,4,5
C,D,C,B,B,C,E,D,D,B,A,A,D,B,C,B,D,E,E,F,A,A,A,D,A,A,C,A,A,B,B,A,E,F,6,6,5,6,5,6,6,5,6,6,5,5,6,8,5,6,6,6,6,8,6,5,6,5,6,8,8,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6
.,.,.,.,.,.,.,.,.,B,C,A,E,E,B,G,E,E,E,C,A,A,A,D,A,B,B,G,A,B,B,A,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,B,B,B,B,B,D,D,A,C,A,D,E,B,E,E,C,E,H,A,A,A,A,B,A,B,A,A,C,C,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,C,B,C,B,D,C,A,C,A,C,C,B,B,D,C,E,I,A,F,A,B,A,A,F,C,B,B,C,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,B,C,B,D,D,A,A,A,F,E,B,C,E,C,D,H,A,A,A,A,B,A,B,H,A,A,B,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,B,B,A,B,E,D,E,A,A,A,F,E,B,C,D,C,E,H,A,A,A,A,B,D,B,C,A,B,D,A,B,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,C,C,D,B,C,A,D,D,A,A,A,D,D,B,D,E,D,C,H,A,A,A,A,A,A,F,C,A,B,B,A,C,H,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,D,B,B,C,C,D,D,A,C,A,B,B,B,D,D,E,E,B,A,A,A,A,A,A,A,B,B,C,B,A,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,B,B,E,D,C,A,C,A,B,B,A,B,C,F,E,F,A,A,A,C,A,A,C,C,B,B,A,A,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,B,B,B,C,A,C,D,A,A,A,C,D,A,C,C,E,E,H,A,A,A,A,B,A,B,C,A,D,B,E,E,H,6,6,5,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,8,6,6,6,6,6,8,8,5,6,5,6,6,6,8,6,6,6,6,8,6,6,6
